Date,Open,High,Low,Close,Adj Close,Volume,ts_polarity,twitter_volume
2016-01-04,25.6525,26.342501000000002,25.5,26.3375,24.364535999999998,270597600,0.0703887781058001,1133
2016-01-05,26.4375,26.4625,25.602501,25.6775,23.753977,223164000,0.13363478990194652,1430
2016-01-06,25.139999,25.592501000000002,24.967501000000002,25.174999,23.289116,273829600,0.07204193579609786,1949
2016-01-07,24.67,25.032498999999998,24.1075,24.112499,22.306207999999998,324377600,0.07436947959090122,2289
2016-01-08,24.637501,24.7775,24.190001000000002,24.24,22.424154,283192000,0.05159477395411488,2235
2016-01-11,24.7425,24.764999,24.334999,24.6325,22.787257999999998,198957600,0.01944324968507005,1222
2016-01-12,25.137501,25.172501,24.709999,24.99,23.117975,196616800,0.12136357116938168,1293
2016-01-13,25.08,25.297501,24.325001,24.3475,22.523605,249758400,0.10771386594060237,1292
2016-01-14,24.49,25.120001000000002,23.934998999999998,24.879998999999998,23.016216,252680400,0.039248107597894655,1264
2016-01-15,24.049999,24.4275,23.84,24.282498999999998,22.463472,319335600,0.09378402846369974,1336
2016-01-19,24.602501,24.6625,23.875,24.165001,22.354779999999998,212350800,0.12058492836609053,960
2016-01-20,23.775,24.547501,23.355,24.1975,22.384842000000003,289337600,0.02467865707941691,1412
2016-01-21,24.264999,24.469998999999998,23.735001,24.075001,22.271521,208646000,0.12454607888788526,1082
2016-01-22,24.657498999999998,25.365,24.592501000000002,25.355,23.455633,263202000,0.0962731562321936,1200
2016-01-25,25.379998999999998,25.3825,24.8025,24.860001,22.997717,207178000,0.059140380202586273,874
2016-01-26,24.9825,25.219998999999998,24.5175,24.997498999999998,23.124914,300308000,0.06045071581364848,1743
2016-01-27,24.01,24.157498999999998,23.334999,23.355,21.605453,533478800,0.058255708742436164,5511
2016-01-28,23.4475,23.629998999999998,23.0975,23.522499,21.76041,222715200,0.05121133933378536,2143
2016-01-29,23.6975,24.334999,23.5875,24.334999,22.512041,257666000,0.0823940465126845,1542
2016-02-01,24.1175,24.1775,23.85,24.1075,22.301582,163774000,0.03731382930910565,660
2016-02-02,23.855,24.01,23.57,23.620001000000002,21.850603,149428800,0.09529031486440187,1410
2016-02-03,23.75,24.209999,23.52,24.0875,22.283085,183857200,0.09270359677316244,999
2016-02-04,23.965,24.3325,23.797501,24.15,22.462126,185886800,0.12324569850561935,1114
2016-02-05,24.129998999999998,24.23,23.422501,23.504998999999998,21.862209,185672400,0.11040622321633843,823
2016-02-08,23.282498999999998,23.924999,23.26,23.752501000000002,22.092409,216085600,0.061634278052520364,795
2016-02-09,23.5725,23.985001,23.4825,23.747498999999998,22.087757,177324800,0.09907132574146377,1188
2016-02-10,23.98,24.0875,23.525,23.567498999999998,21.92034,169374400,0.07352761698037387,1045
2016-02-11,23.4475,23.68,23.147499,23.424999,21.787796,200298800,0.07148689490356158,1194
2016-02-12,23.547501,23.625,23.252501000000002,23.497498999999998,21.855232,161405600,0.05329659229659224,1014
2016-02-16,23.754998999999998,24.2125,23.6525,24.16,22.471428,196231600,0.04112649767228277,1272
2016-02-17,24.1675,24.5525,24.0375,24.530001000000002,22.815565,179452800,0.03995790227918733,2215
2016-02-18,24.709999,24.7225,24.022499,24.065001000000002,22.38307,156084000,0.03798725963527039,2418
2016-02-19,24.0,24.190001000000002,23.950001,24.01,22.331917,141496800,0.05731492928798033,2226
2016-02-22,24.077499,24.225,23.98,24.219998999999998,22.527231,137123200,0.06587195512548477,1536
2016-02-23,24.1,24.125,23.637501,23.672501,22.018002,127770400,0.05971364394441525,2078
2016-02-24,23.495001000000002,24.094998999999998,23.33,24.025,22.345863,145022800,0.017401049968643282,1843
2016-02-25,24.012501,24.190001000000002,23.8125,24.190001000000002,22.499331,110330800,-0.03052821905134568,1839
2016-02-26,24.299999,24.504998999999998,24.145,24.227501,22.534208,115964400,0.01964566558632369,2319
2016-02-29,24.215,24.557501000000002,24.1625,24.172501,22.483057000000002,140865200,0.27416057332023724,152
2016-03-01,24.4125,25.192498999999998,24.355,25.1325,23.375963,201628400,0.042562765847668736,1427
2016-03-02,25.127501000000002,25.2225,24.91,25.1875,23.427116,132678400,0.05384871326934088,1876
2016-03-03,25.145,25.4275,25.112499,25.375,23.601511,147822800,0.03997778615212852,1536
2016-03-04,25.592501000000002,25.9375,25.342501000000002,25.752501000000002,23.952627,184220400,0.036094008337988426,1893
2016-03-07,25.5975,25.7075,25.24,25.467501000000002,23.687551000000003,143315600,-0.04232458806525352,1116
2016-03-08,25.195,25.440001000000002,25.1,25.2575,23.492224,126247600,-0.02511723061682713,1703
2016-03-09,25.327499,25.395,25.067498999999998,25.280001000000002,23.513154999999998,108806800,0.013739813980543636,1113
2016-03-10,25.352501,25.559998999999998,25.0375,25.2925,23.524775,134054400,0.02206026659644084,1289
2016-03-11,25.559998999999998,25.57,25.375,25.565001000000002,23.778234,109632800,-0.036876300891827085,1817
2016-03-14,25.477501,25.727501,25.445,25.629998999999998,23.838688,100304400,0.06352649705226149,868
2016-03-15,25.99,26.295,25.9625,26.145,24.317701,160270800,0.07784403846880683,1446
2016-03-16,26.1525,26.577499,26.147499,26.4925,24.640911,153214000,-0.05923449568917636,1561
2016-03-17,26.379998999999998,26.6175,26.24,26.450001,24.601379,137682800,0.015097425899495753,1911
2016-03-18,26.584999,26.625,26.297501,26.48,24.629284,176820800,0.04558523544925011,1406
2016-03-21,26.4825,26.9125,26.285,26.477501,24.626959,142010800,0.0030230313056911484,3052
2016-03-22,26.3125,26.8225,26.3025,26.68,24.815302,129777600,0.05997579596270582,3841
2016-03-23,26.620001000000002,26.7675,26.475,26.532498999999998,24.67811,102814000,0.044769641665340136,1866
2016-03-24,26.3675,26.5625,26.2225,26.4175,24.571148,104532000,0.07502267776263871,1883
2016-03-28,26.5,26.547501,26.264999,26.297501,24.459533999999998,77645600,0.023754492409544768,1086
2016-03-29,26.2225,26.9475,26.219998999999998,26.92,25.038527,124760400,0.06363899846001661,2138
2016-03-30,27.1625,27.605,27.15,27.389999,25.475679,182404400,0.11108308087888036,2037
2016-03-31,27.43,27.475,27.219998999999998,27.247498999999998,25.343138,103553600,0.04115141743403145,536
2016-04-01,27.195,27.5,27.049999,27.497498999999998,25.575666000000002,103496000,0.04821962491022175,1066
2016-04-04,27.605,28.047501,27.567498999999998,27.780001000000002,25.838421,149424800,0.12888290874036454,1124
2016-04-05,27.377501000000002,27.682501000000002,27.355,27.452499,25.53381,106314800,0.05683211572947861,1541
2016-04-06,27.557501000000002,27.745001000000002,27.299999,27.74,25.801216,105616400,0.05651491073455767,1287
2016-04-07,27.487499,27.605,27.030001000000002,27.135,25.238501,127207600,0.063461089386155,1354
2016-04-08,27.227501,27.442498999999998,27.0425,27.165001,25.266407,94326800,0.04703457612300799,1359
2016-04-11,27.2425,27.6525,27.2075,27.254998999999998,25.350115,117630000,0.08128325925983643,841
2016-04-12,27.334999,27.625,27.165001,27.610001,25.680305,108929200,0.10004848412782133,1226
2016-04-13,27.700001,28.084999,27.700001,28.01,26.052345000000003,133029200,0.1329254126116282,1283
2016-04-14,27.905001000000002,28.0975,27.8325,28.025,26.066298,101895600,0.07164265328392766,1315
2016-04-15,28.0275,28.075001,27.432501000000002,27.4625,25.543112,187756000,0.06897880407842223,1791
2016-04-18,27.2225,27.237499,26.735001,26.870001000000002,24.992023,243286000,0.0547061869475442,1127
2016-04-19,26.969998999999998,27.0,26.557501000000002,26.727501,24.859484,129539600,0.08339353633718305,2051
2016-04-20,26.66,27.022499,26.514999,26.782498999999998,24.910643,122444000,0.08460187543464989,1392
2016-04-21,26.7325,26.7325,26.379998999999998,26.4925,24.640911,126210000,0.09616358762409376,1314
2016-04-22,26.252501000000002,26.620001000000002,26.155001000000002,26.42,24.573479000000003,134732400,0.104014181260349,1663
2016-04-25,26.25,26.4125,26.127501000000002,26.27,24.43396,112126400,0.10391916419633232,1145
2016-04-26,25.977501,26.325001,25.977501,26.0875,24.264212,224064800,0.044244268293568034,2086
2016-04-27,24.0,24.6775,23.92,24.455,22.745811,458408400,0.017513110712808422,7083
2016-04-28,24.4025,24.469998999999998,23.5625,23.7075,22.050558,328970800,0.012646542195659194,2798
2016-04-29,23.497498999999998,23.68,23.127501000000002,23.434998999999998,21.7971,274126000,0.04889779501016733,3014
2016-05-02,23.4925,23.52,23.1,23.41,21.773848,192640400,-0.010477500388142214,1183
2016-05-03,23.549999,23.934998999999998,23.42,23.795,22.131937,227325200,0.04036857297322116,2439
2016-05-04,23.799999,23.975,23.455,23.547501,21.901741,164102000,0.070345586428121,2011
2016-05-05,23.5,23.5175,23.17,23.309998999999998,21.812839999999998,143562000,0.046769792262759236,1654
2016-05-06,23.342501000000002,23.362499,22.9625,23.18,21.691189,174799600,0.022494534313742487,2110
2016-05-09,23.25,23.442498999999998,23.147499,23.1975,21.707569,131745600,0.10517379957692732,920
2016-05-10,23.3325,23.3925,23.0275,23.355,21.854948,134747200,0.053812376480229684,1377
2016-05-11,23.370001000000002,23.3925,23.115,23.127501000000002,21.642059,114876400,0.06070478022011527,1350
2016-05-12,23.18,23.195,22.3675,22.584999,21.134403,305258800,0.06487870002345922,2486
2016-05-13,22.5,22.9175,22.5,22.629998999999998,21.176514,177571200,0.06405698647097885,2550
2016-05-16,23.0975,23.5975,22.9125,23.469998999999998,21.962560999999997,245039200,0.07747812316901945,2587
2016-05-17,23.637501,23.674999,23.252501000000002,23.372498999999998,21.871321,187667600,0.030325317695175488,2553
2016-05-18,23.540001,23.8025,23.4725,23.639999,22.121643,168249600,0.07861064997137743,1847
2016-05-19,23.66,23.66,23.3925,23.549999,22.037428,121768400,0.09051449944428658,1528
2016-05-20,23.66,23.8575,23.629998999999998,23.805,22.276042999999998,128104000,0.048872776062411416,1587
2016-05-23,23.967501000000002,24.297501,23.9175,24.1075,22.559116,152074400,0.07255738972125311,1226
2016-05-24,24.305,24.522499,24.209999,24.475,22.903015,140560800,0.07492501770712698,1699
2016-05-25,24.6675,24.934998999999998,24.5275,24.905001000000002,23.305397,152675200,0.07353117733671544,1957
2016-05-26,24.92,25.182501000000002,24.66,25.102501,23.490213,225324800,0.052448637149732864,1805
2016-05-27,24.860001,25.1175,24.8125,25.0875,23.476171,145364800,0.07073069709361049,1414
2016-05-31,24.9,25.1,24.705,24.965,23.361542,169228800,0.08344479790691914,285
2016-06-01,24.754998999999998,24.885,24.5825,24.615,23.034023,116693200,-0.0013141180857257349,822
2016-06-02,24.4,24.459999,24.157498999999998,24.43,22.860905,160766400,0.04461054509456111,1692
2016-06-03,24.4475,24.567498999999998,24.362499,24.48,22.907692,114019600,0.04815793206789454,1338
2016-06-06,24.497498999999998,25.4725,24.387501,24.657498999999998,23.07379,93170000,0.12261107904956098,749
2016-06-07,24.8125,24.967501000000002,24.74,24.7575,23.167370000000002,89638000,0.09184766837665044,1021
2016-06-08,24.754998999999998,24.889999,24.67,24.735001,23.146317,83392400,0.07798372001459547,1026
2016-06-09,24.625,24.997498999999998,24.615,24.9125,23.312412,106405600,0.08203817494075596,1465
2016-06-10,24.6325,24.8375,24.620001000000002,24.7075,23.120579,126851600,0.1136245662532841,1454
2016-06-13,24.672501,24.780001000000002,24.275,24.334999,22.772001,152082000,0.025165661802232425,1200
2016-06-14,24.33,24.620001000000002,24.1875,24.365,22.800076,127727600,0.039990008536474685,3961
2016-06-15,24.455,24.602501,24.2575,24.285,22.725216,117780800,0.09558998194668143,1666
2016-06-16,24.112499,24.4375,24.0175,24.387501,22.821135,125307200,0.1022227843980637,1179
2016-06-17,24.155001000000002,24.1625,23.825001,23.8325,22.301785,244032800,0.04583770785380259,1271
2016-06-20,24.0,24.1425,23.7575,23.775,22.247978,137647600,0.1974768978265813,1119
2016-06-21,23.735001,24.0875,23.67,23.977501,22.437468,142185600,0.09863190158229046,1544
2016-06-22,24.0625,24.2225,23.8375,23.887501,22.353247,116876400,-0.004961426945524039,1346
2016-06-23,23.985001,24.0725,23.8125,24.025,22.481915,128960800,0.0556809704674848,1020
2016-06-24,23.227501,23.665001,23.1625,23.35,21.850271,301245600,0.06902543244611165,1090
2016-06-27,23.25,23.262501,22.875,23.01,21.53211,181958400,0.05290396470594366,815
2016-06-28,23.225,23.415001,23.035,23.397499,21.894722,161779600,0.030595398580109182,859
2016-06-29,23.4925,23.637501,23.407498999999998,23.6,22.084213000000002,146124000,0.02751525698324253,1029
2016-06-30,23.610001,23.942498999999998,23.575001,23.9,22.364946,143345600,0.0029468335203192697,209
2016-07-01,23.872498999999998,24.1175,23.8325,23.9725,22.432791,104106000,0.06811165229643476,1002
2016-07-05,23.8475,23.85,23.615,23.747498999999998,22.222239000000002,110820800,0.07554196855239406,809
2016-07-06,23.65,23.915001,23.592501000000002,23.8825,22.348570000000002,123796400,0.004156862298540898,1015
2016-07-07,23.924999,24.125,23.905001000000002,23.985001,22.444482999999998,100558400,0.007375009419837986,897
2016-07-08,24.122498999999998,24.2225,24.012501,24.17,22.617603,115648400,0.04056547345751922,976
2016-07-11,24.1875,24.4125,24.182501000000002,24.245001000000002,22.68778,95179600,0.07158736902579277,656
2016-07-12,24.2925,24.424999,24.280001000000002,24.355,22.790722,96670000,0.05212049516406897,924
2016-07-13,24.352501,24.4175,24.209999,24.217501000000002,22.66205,103568800,0.05204988058303345,774
2016-07-14,24.3475,24.747498999999998,24.33,24.6975,23.111225,155676000,0.07495905655487217,1276
2016-07-15,24.73,24.825001,24.625,24.695,23.108885,120548000,0.03955713990140329,944
2016-07-18,24.674999,25.032498999999998,24.65,24.9575,23.354523,145975600,0.12973176384702362,1010
2016-07-19,24.889999,25.0,24.834999,24.967501000000002,23.363882,95119600,0.009482630595777695,1170
2016-07-20,25.0,25.115,24.934998999999998,24.99,23.384943,105104000,0.04353189757591003,1116
2016-07-21,24.9575,25.25,24.782498999999998,24.8575,23.260948000000003,130808000,0.05154287869989094,1345
2016-07-22,24.815001000000002,24.825001,24.577499,24.665001,23.080814,113254800,0.09339286330593694,1202
2016-07-25,24.5625,24.709999,24.23,24.334999,22.772001,161531600,0.09012693231153962,1213
2016-07-26,24.205,24.4925,24.105,24.1675,22.615261,224959200,0.08624183521957449,1865
2016-07-27,26.067498999999998,26.0875,25.6875,25.737499,24.084423,369379200,0.06944741463115067,5173
2016-07-28,25.7075,26.112499,25.705,26.084999,24.409603,159479200,0.10338951382481806,2342
2016-07-29,26.047501,26.137501,25.92,26.0525,24.379189,110934800,0.06563347684235821,1570
2016-08-01,26.102501,26.5375,26.102501,26.512501,24.809647000000002,152671600,0.09207877186373743,812
2016-08-02,26.512501,26.5175,26.0,26.120001000000002,24.44236,135266400,0.0986006623270584,1707
2016-08-03,26.202499,26.459999,26.192498999999998,26.4475,24.748821,120810400,0.11500034547473792,885
2016-08-04,26.395,26.5,26.32,26.467501000000002,24.901709,109634800,0.06450075704204114,1513
2016-08-05,26.567498999999998,26.9125,26.545,26.870001000000002,25.280399,162213600,0.08174820159363957,1476
2016-08-08,26.879998999999998,27.092501000000002,26.790001,27.092501000000002,25.489735,112148800,0.04538642529316511,1178
2016-08-09,27.057501000000002,27.235001,27.002501000000002,27.202499,25.593224,105260800,0.07430940252557869,1563
2016-08-10,27.1775,27.225,26.940001000000002,27.0,25.402707999999997,96034000,0.039455388094670696,1618
2016-08-11,27.129998999999998,27.2325,26.9625,26.9825,25.386244,109938000,0.06480255585002673,1677
2016-08-12,26.945,27.110001,26.945,27.045,25.44504,74641600,0.1254953467919154,992
2016-08-15,27.035,27.385,27.02,27.370001000000002,25.750818,103472800,0.07702593304175337,1482
2016-08-16,27.407498999999998,27.557501000000002,27.3025,27.344998999999998,25.727297,135177600,0.06569614072518665,2193
2016-08-17,27.275,27.342501000000002,27.084999,27.305,25.689667,101424000,0.0758126324657426,1715
2016-08-18,27.307501000000002,27.4,27.254998999999998,27.27,25.656736,87938800,-0.008066962088693286,1238
2016-08-19,27.192498999999998,27.422501,27.09,27.34,25.722595000000002,101472400,0.06141727837022276,1345
2016-08-22,27.215,27.275,26.9625,27.127501000000002,25.522665,103280800,0.06213305240511177,1122
2016-08-23,27.147499,27.33,27.1325,27.2125,25.602634,85030800,0.02039610607353326,1331
2016-08-24,27.1425,27.1875,26.92,27.0075,25.409765,94700400,0.02772362783115495,1158
2016-08-25,26.8475,26.969998999999998,26.67,26.8925,25.301565,100344800,0.04533552895538831,1733
2016-08-26,26.852501,26.987499,26.577499,26.735001,25.153379,111065200,0.020983559293064943,1921
2016-08-29,26.655001000000002,26.860001,26.5725,26.705,25.125162,99881200,-0.016925965256746167,1548
2016-08-30,26.450001,26.625,26.375,26.5,24.932287,99455600,-0.04748991128302649,4271
2016-08-31,26.415001,26.6425,26.41,26.525,24.955809,118649600,-0.06165561915282086,1088
2016-09-01,26.535,26.700001,26.405001000000002,26.682501000000002,25.103992,106806000,0.03135911172290762,1774
2016-09-02,26.924999,27.0,26.705,26.932501000000002,25.339201,107210000,0.05584571637268276,2159
2016-09-06,26.975,27.075001,26.877501000000002,26.924999,25.332144,107521600,0.08791149881965378,1117
2016-09-07,26.9575,27.190001000000002,26.7675,27.09,25.487382999999998,169457200,0.04006872938324932,4486
2016-09-08,26.8125,26.817498999999998,26.309998999999998,26.379998999999998,24.819384,212008000,0.02874217572690546,7025
2016-09-09,26.16,26.43,25.782498999999998,25.782498999999998,24.257231,186228000,0.053575952059880916,5594
2016-09-12,25.6625,26.43,25.6325,26.360001,24.80057,181171200,0.08188081937801264,1652
2016-09-13,26.877501000000002,27.1975,26.809998999999998,26.987499,25.390945000000002,248704800,0.051860540169655495,2522
2016-09-14,27.182501000000002,28.2575,27.15,27.942498999999998,26.289452,443554800,0.0745493168930759,3897
2016-09-15,28.465,28.932501000000002,28.372498999999998,28.8925,27.183249,359934400,0.11111425552402188,3610
2016-09-16,28.780001000000002,29.032498999999998,28.51,28.73,27.030363,319547600,0.08422868278219213,3476
2016-09-19,28.797501,29.045,28.3125,28.395,26.715181,188092000,0.036759411140827314,1732
2016-09-20,28.262501,28.530001000000002,28.127501000000002,28.3925,26.712826,138057200,0.12681945365319974,1809
2016-09-21,28.4625,28.497498999999998,28.110001,28.387501,26.708121999999996,144012800,0.008016464933112033,2227
2016-09-22,28.5875,28.735001,28.5,28.655001000000002,26.959799,124296000,0.07623745574080426,1756
2016-09-23,28.605,28.6975,27.887501,28.1775,26.510547999999996,209924800,0.04043687939258928,1706
2016-09-26,27.91,28.3475,27.887501,28.219998999999998,26.550533,119477600,0.06455570366347563,1211
2016-09-27,28.25,28.295,28.084999,28.272499,26.599923999999998,98429600,0.037265143152266034,1270
2016-09-28,28.422501,28.66,28.3575,28.487499,26.802208,118564400,0.07578678365285467,1423
2016-09-29,28.290001,28.450001,27.950001,28.045,26.385885,143548000,0.09290084249415864,1861
2016-09-30,28.115,28.342501000000002,27.950001,28.262501,26.590519,145516400,0.02221697013008312,395
2016-10-03,28.1775,28.262501,28.07,28.129998999999998,26.465857,86807200,0.06499135506071824,964
2016-10-04,28.264999,28.577499,28.157498999999998,28.25,26.578756,118947200,0.0377031892012662,1197
2016-10-05,28.35,28.415001,28.172501,28.262501,26.590519,85812400,0.0585474770908585,1102
2016-10-06,28.424999,28.584999,28.282498999999998,28.4725,26.788094,115117200,0.057712018446347775,1289
2016-10-07,28.577499,28.639999,28.377501000000002,28.514999,26.828075,97433600,0.10807827043668156,951
2016-10-10,28.754998999999998,29.1875,28.68,29.012501,27.296153999999998,144944000,0.12267802848348668,875
2016-10-11,29.424999,29.672501,29.049999,29.075001,27.354954,256164000,0.08021938219380725,1736
2016-10-12,29.3375,29.495001000000002,29.1875,29.334999,27.599573,150347200,0.11105687449193692,1506
2016-10-13,29.1975,29.360001,28.93,29.245001000000002,27.514896000000004,140769600,0.06872778526945293,1104
2016-10-14,29.469998999999998,29.5425,29.282498999999998,29.407498999999998,27.66778,142608800,0.09875989506276656,1005
2016-10-17,29.3325,29.459999,29.195,29.387501,27.648965999999998,94499600,0.07936965981600548,972
2016-10-18,29.545,29.5525,29.362499,29.3675,27.63015,98214000,0.1103809488673332,1388
2016-10-19,29.3125,29.440001000000002,28.450001,29.280001000000002,27.547821000000003,80138400,-0.012141229430966266,1192
2016-10-20,29.215,29.344998999999998,29.0825,29.264999,27.533712,96503200,0.07733531853792641,1149
2016-10-21,29.202499,29.227501,29.07,29.15,27.425516,92770800,0.09024247068118724,974
2016-10-24,29.275,29.434998999999998,29.25,29.4125,27.672490999999997,94154800,0.030617758034445,1165
2016-10-25,29.487499,29.59,29.327499,29.5625,27.813614,192516000,0.08624227847030302,1986
2016-10-26,28.577499,28.924999,28.327499,28.897499,27.187952000000003,264536800,0.08442807359809787,5213
2016-10-27,28.8475,28.965,28.525,28.620001000000002,26.926868,138248000,0.0474726427763516,2406
2016-10-28,28.467501000000002,28.8025,28.362499,28.43,26.748108000000002,151446800,-0.01213016513968937,2886
2016-10-31,28.4125,28.557501000000002,28.299999,28.385,26.705769,105677600,-0.05783129370629364,175
2016-11-01,28.365,28.442498999999998,27.6325,27.872498999999998,26.223593,175303200,0.07740912262912232,1014
2016-11-02,27.85,28.0875,27.807501000000002,27.897499,26.24711,113326800,0.04247582271523392,1375
2016-11-03,27.745001000000002,27.865,27.387501,27.4575,25.965776,107730400,0.023721361574742028,1128
2016-11-04,27.1325,27.5625,27.0275,27.209999,25.731720000000003,123348000,0.09789107356125436,1026
2016-11-07,27.52,27.627501000000002,27.365,27.602501,26.1029,130240000,0.07805454103495732,948
2016-11-08,27.577499,27.93,27.424999,27.764999,26.256563,97016800,-0.035360772698994215,1032
2016-11-09,27.469998999999998,27.83,27.012501,27.719998999999998,26.214012,236705600,-0.002498168405333457,1135
2016-11-10,27.772499,27.772499,26.4575,26.9475,25.483482000000002,228538000,0.07822185413487293,1140
2016-11-11,26.780001000000002,27.217501000000002,26.637501,27.1075,25.634789,136575600,0.08901580378196018,978
2016-11-14,26.9275,26.952499,26.02,26.4275,24.991735000000002,204702000,0.04546488486528194,925
2016-11-15,26.6425,26.92,26.540001,26.7775,25.322718,129058000,0.02085461656281612,1332
2016-11-16,26.674999,27.557501000000002,26.65,27.497498999999998,26.003603,235362000,-0.007080613198018894,1366
2016-11-17,27.452499,27.5875,27.2075,27.487499,25.994146,110528000,0.04466750326845842,1139
2016-11-18,27.43,27.635,27.415001,27.514999,26.020147,113715600,0.06090443180386493,1111
2016-11-21,27.530001000000002,27.997498999999998,27.502501000000002,27.932501000000002,26.414972,117058400,0.012415252089302664,1169
2016-11-22,27.987499,28.105,27.85,27.950001,26.431519,103862000,0.05483976381406674,1207
2016-11-23,27.84,27.877501000000002,27.5825,27.807501000000002,26.296761,109705600,0.13493400063799407,1011
2016-11-25,27.782498999999998,27.967501000000002,27.737499,27.9475,26.429152000000002,45903600,0.16816686489576074,816
2016-11-28,27.8575,28.1175,27.8475,27.8925,26.37714,108776000,0.1301195045198144,859
2016-11-29,27.695,28.0075,27.5175,27.865,26.351133,114115200,0.12469860469995815,1156
2016-11-30,27.9,28.049999,27.567498999999998,27.629998999999998,26.128902,144649200,0.14727176712176726,330
